Órgão;Número do Processo;Modalidade;Objeto;Valor Total/Global;Local de Execução/Entrega;Data Diário Oficial;Protocolo;Início da vigência do contrato;Fim da Vigência do Contrato;Situação
FMCA      ;FN 94/2020;Financeiro;Tem por objetivo formalizar parceria entre as partes a fim de destinar recursos financeiros do Fundo Municipal para a Criança e Adolescente, por dispensa de chamamento público, conforme Resolução nº 215/2020 - COMTIBA, para desenvolver o plano de trabalho UMA INICIATIVA EM ABRIGO EMERGENCIAL II, que tem por objetivo geral oferecer acolhimento provisório para crianças e adolescentes afastados do convívio familiar por meio de medida protetiva de abrigo (ECA, Art. 101), realizando ações voltadas à proteção social, orientação e informação das crianças e adolescentes em situação de vulnerabilidade e risco social, com vistas à prevenção do Covid-19 e disseminação do vírus.;R$ 192.000,00;fas;25/11/2020;35-000906/2020;26/11/2020;24/05/2021;Confirmado Vencedor
FMS       ;PE 171/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE CIRCULADORES DE AR PARA A SECRETARIA MUNICIPAL DA SAÚDE.;R$ 8.786,00;Almoxarifado da SMS- Rua João Bettega 3350 - CIC;26/11/2020;01-118064/2020;14/12/2020;03/01/2021;Empenhado
FMAS      ;PE 35/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA "PRESTAÇÃO DE SERVIÇO ESPECIALIZADO EM CONTROLE INTEGRADO DE PRAGAS URBANAS E VETORES, ATRAVÉS DO SISTEMA REGISTRO DE PREÇOS".;R$ 33.000,00;Conforme nota de empenhos;26/11/2020;01-108760/2020;26/11/2020;17/12/2021;Parcialmente Empenhado
SMMA      ;CP 29/2020;Concorrência Pública;Contratação de empresa para execução de serviços de engenharia pa manutenção, readequação e recuperação de Parques e Bosques correspondentes à ÀREA 4  - para atender as Regionais CIC e Tatuquara, no Município de Curitiba.;R$ 824.172,00;Departamento de Parques e Praças da SMMA;27/11/2020;01-100854/2020;28/01/2021;27/05/2022;Confirmado Vencedor
SMMA      ;CP 30/2020;Concorrência Pública;Contratação de Empresa para execução de serviços de Coleta de Sementes dentro do Município de  Curitiba e Produção de Mudas de Árvores e Arbustos no Horto Municipal da Barreirinha;R$ 620.455,56;DEPARTAMENTO DE PRODUÇÃO VEGETAL DA SMMA;27/11/2020;01-106169/2020;;;Confirmado Vencedor
FCC       ;IN 7/2020;Inexigibilidade de Licitação;Contratação de Marcio Roberto Gonçalves ME, para realizar 05 sessões do espetáculo Bodas de Ouro no Centro Cultural Boqueirão.;R$ 15.000,00;Rua Engenheiros Rebouças, 1732;26/11/2020;01-111978/2020;01/12/2020;15/12/2020;Confirmado Vencedor
FMS       ;PE 172/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL PERMANENTE PARA A SECRETARIA MUNICIPAL DA SAÚDE - COM ITENS EXCLUSIVOS PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI e ITENS PARA AMPLA PARTICIPAÇÃO.;R$ 584.250,00;Almoxarifado Central da Secretaria Municipal da Saúde;27/11/2020;01-111210/2020;22/12/2020;26/03/2021;Parcialmente Empenhado
FMS       ;PE 173/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE TESTE RÁPIDO ANTÍGENO SARSCOV-2 PARA A SECRETARIA MUNICIPAL DA SAÚDE.;R$ 498.900,00;Almoxarifado da SMS;26/11/2020;01-116398/2020;17/12/2020;01/01/2021;Empenhado
FAAC      ;PE 31/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE FREEZERS E EXPOSITORES;R$ 118.499,50;Rua Capitão João Busse, 660;26/11/2020;01-104307/2020;15/12/2020;15/03/2021;Parcialmente Empenhado
ICS       ;DT 407/2020;Dispensa de Licitação - TCE;Aquisição de medicamento Prolia 60mg.;;RUA SANTO ANTONIO;26/11/2020;01-115324/2020;;;Processo de Compra Montado
ICS       ;DT 408/2020;Dispensa de Licitação - TCE;Aquisição de medicamento Prolia 60mg;;RUA SANTO ANTONIO 400;26/11/2020;01-118264/2020;;;Processo de Compra Montado
FMS       ;IN 24/2020;Inexigibilidade de Licitação;CONTRATO PARA FORMALIZAR A PRESTAÇÃO DE AÇÕES E SERVIÇOS DE SAÚDE AO SISTEMA ÚNICO DE SAÚDE-SUS, A SER EXECUTADO PELO INSTITUTO MADALENA SOFIA, ENTIDADE FILANTRÓPICA, QUE ESTÁ INSERIDA NA REDE ASSISTENCIAL REGIONALIZADA E HIERARQUIZADA, PARA ATENDIMENTO DE MÉDIA COMPLEXIDADE AOS USUÁRIOS DO SUS ATRAVÉS DE SUA UNIDADE HOSPITALAR.;R$ 11.674.862,16;RUA FRANCISCO TORRES, 830 - SMS;26/11/2020;01-112750/2020;27/11/2020;26/11/2021;Confirmado Vencedor
SMMA      ;PE 292/2020;PREGÃO ELETRÔNICO;SERVIÇOS DE TRANSPORTE DE ÁGUA POTÁVEL, ATRAVÉS DE CAMINHÃO PIPA, NA ABRANGÊNCIA DO MUNICÍPIO DE CURITIBA, INCLUINDO PESSOAL, EQUIPAMENTOS, MATERIAIS, INSUMOS E DEMAIS ITENS DESCRITOS NO TERMO DE REFERÊNCIA, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS.;R$ 3.690.120,00;Conforme Termo de Referência - Anexo do Edital de Embasamento;27/11/2020;01-114690/2020;26/11/2020;22/12/2021;Parcialmente Empenhado
FMS       ;PE 174/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE TENDAS PARA ATENDER A SECRETARIA MUNICIPAL DA SAÚDE.;R$ 37.500,00;Conforme pedido de empenho;26/11/2020;01-117603/2020;16/12/2020;05/01/2021;Empenhado
SME       ;PE 293/2020;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE MOBILIÁRIO ESCOLAR E MÁQUINA DE COSTURA, PARA ATENDER A SECRETARIA MUNICIPAL DA EDUCAÇÃO PELO SISTEMA DE REGISTRO DE PREÇO, POR PERÍODO DE 12 MESES.;R$ 6.105.306,75;Conforme edital item 16.;30/11/2020;01-119139/2020;26/11/2020;10/02/2022;Parcialmente Empenhado
ICS       ;PE 32/2020;PREGÃO ELETRÔNICO;REF. LICITAÇÃO PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS CONTINUADOS DE VIGILÂNCIA PATRIMONIAL, ARMADA E DESARMADA, NOTURNA E DIURNA COM O FORNECIMENTO DE MÃO DE OBRA DE VIGILÂNCIA, INSUMOS E MATERIAIS (UNIFORMES - EPIs E EQUIPAMENTOS), COM SISTEMA DE MONITORAMENTO ELETRÔNICO COM FORNECIMENTO DE ALARMES E CÂMERAS, COM INSTALAÇÃO E MANUTENÇÃO COM CESSÃO DE MATERIAL NECESSÁRIOS DE RESPONSABILIDADE DA EMPRESA, PARA ATENDER O INSTITUTO CURITIBA DE SAÚDE PELO PERÍODO DE 12 (DOZE) MESES.;;Rua Santo Antonio, 400 - Rebo;30/11/2020;57-000158/2020;;;Processo Revogado
FCC       ;DT 4/2020;Dispensa de Licitação - TCE;Aquisição de obras do fotógrafo Orlando Azevedo para o acervo do Museu da Fotografia de Curitiba;R$ 63.900,00;Rua Engenheiros Rebouças, 1732;26/11/2020;01-023690/2020;30/11/2020;10/12/2020;Empenhado
FMS       ;PE 175/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTOS DE INFORMATICA: MICROCOMPUTADOR E MONITOR DE LCD 21,5".;R$ 321.107,20;Conforme recibo de entrega;27/11/2020;01-110298/2020;22/12/2020;05/02/2021;Empenhado
FMS       ;DT 264/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTO, DECANOATO DE ZUCLOPENTIXOL. ;R$ 509,80;RUA FRANCISCO TORRES, 830 - ANDAR C SALA C 02;27/11/2020;01-117726/2020;30/11/2020;07/12/2020;Empenhado
SMAP      ;PE 294/2020;PREGÃO ELETRÔNICO;COVID - Registro de Preços para Prestação de Serviços Serviços de Confecção e instalação de Barreira de Proteção Antiviral em acrílico 3mm.;R$ 416.000,00;conforme recibo de entrega;27/11/2020;01-112613/2020;27/11/2020;22/06/2021;Parcialmente Empenhado
SME       ;FN 97/2020;Financeiro;TERMO DE DOAÇÃO ENTRE  SERVIÇO SOCIAL DA INDUSTRIA ( SESI) E O MUNICIPIO DE CURITIBA.;R$ 0,00;Conforme processo original nº 01-097156/2020;27/11/2020;01-097156/2020;;;Confirmado Vencedor
ICS       ;DT 409/2020;Dispensa de Licitação - TCE;Aquisição de medicamento Vandetanibe 300mg;;RUA SANTO ANTONIO 400;27/11/2020;01-114487/2020;;;Processo de Compra Montado
ICS       ;DT 410/2020;Dispensa de Licitação - TCE;Aquisição de medicamento Toxina Botulinica.;;RUA SANTO ANTONIO 400;27/11/2020;01-117911/2020;;;Processo de Compra Montado
ICS       ;DT 411/2020;Dispensa de Licitação - TCE;Aquisição de medicamento Toxina Botulinica  100 ui.;;RUA SANTO ANTONIO 400;27/11/2020;01-118819/2020;;;Processo de Compra Montado
SME       ;PE 295/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE CARIMBO AUTO ENTINTÁVEL E BORRACHA PARA ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES, PARA ATENDER À SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 3.199,25;Conforme edital item 15.;27/11/2020;01-120656/2020;27/11/2020;18/12/2021;Parcialmente Empenhado
FMS       ;PE 176/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE EQUIPAMENTO MÉDICO-HOSPITALAR (CONJUNTO DE TREPANAÇÃO) PARA A SECRETARIA MUNICIPAL DA SAÚDE.;;RUA JOÃO BETTEGA, 3350 CIDADE INDUSTRIAL CURITIBA - PR;27/11/2020;01-120313/2020;;;Processo Deserto
FMS       ;PE 177/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL PERMANENTE PARA SECRETARIA MUNICIPAL DA SAÚDE - COM ITENS EXCLUSIVOS PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI E ITEM PARA AMPLA PARTICIPAÇÃO.  ;R$ 79.670,00;Rua João Bettega, 3350 - CIC Almoxarifado SMS;27/11/2020;01-120465/2020;22/12/2020;20/02/2021;Empenhado
FMC       ;IN 6/2020;Inexigibilidade de Licitação;Edital nº 031/2020 - Conservação e Restauro - Escola de Patrimônio - Liceu de Artes e Ofícios 2020.;R$ 99.987,50;Rua Engenheiros Rebouças, 1732;27/11/2020;01-090391/2020;04/12/2020;30/08/2021;Confirmado Vencedor
FMC       ;IN 7/2020;Inexigibilidade de Licitação;Edital nº 032/2020 - Patrimônio Imaterial - Inventário de bens de natureza imaterial e produção audiovisual de valorização de Mestres 2021.;R$ 80.000,00;Rua Engenheiros Rebouças, 1732;27/11/2020;01-090404/2020;04/12/2020;30/08/2021;Confirmado Vencedor
FMC       ;IN 8/2020;Inexigibilidade de Licitação;Edital nº 033/2020 - Pesquisa Urbana - Publicação de Boletim Casa Romário Martins 2021.;R$ 75.000,00;Rua Engenheiros Rebouças, 1732;27/11/2020;01-090407/2020;04/12/2020;30/08/2021;Confirmado Vencedor
FMS       ;PE 178/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE TELEFONE CELULAR PARA ATENDER A SECRETARIA MUNICIPAL DA SAÚDE DE CURITIBA.;R$ 341.887,50;Superintêndencia SMS;27/11/2020;01-112466/2020;22/12/2020;11/01/2021;Empenhado
FMAS      ;PE 36/2020;PREGÃO ELETRÔNICO;PRESTAÇÃO DE SERVIÇOS PARA FORNECIMENTO DE CANECAS TIPO ÁGATA PERSONALIZADAS, VISANDO O ATENDIMENTO DO SERVIÇO DE CONVIVÊNCIA E FORTALECIMENTO DE VÍNCULOS DE CRIANÇAS E ADOLESCENTES.;;CONFORME EMPENHO;27/11/2020;01-109848/2020;;;Processo Deserto
FMC       ;IN 9/2020;Inexigibilidade de Licitação;Edintal nº 030/2020 - CCCIC - Centro Cultural da Cidade Industrial de Curitiba.;R$ 298.886,02;Rua Engenheiros Rebouças, 1732;27/11/2020;01-090388/2020;04/12/2020;30/01/2022;Confirmado Vencedor
IPPUC     ;PE 9/2020;PREGÃO ELETRÔNICO;Recarga e teste hidrostático dos extintores do IPPUC.;R$ 2.474,60;Rua Bom Jesus, 669;30/11/2020;01-121895/2020;15/12/2020;14/01/2021;Empenhado
FMS       ;DT 265/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTO DILTIAZEM 120MG.;R$ 206,40;Rua Francisco Torres, 830 - Andar C Sala C 02.;30/11/2020;01-123855/2020;02/12/2020;09/12/2020;Empenhado
FMS       ;PE 179/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL MÉDICO-HOSPITALAR, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 678.786,26;R. João Bettega, 3350 - CIC - Almoxarifado SMS;01/12/2020;01-107377/2020;30/11/2020;08/02/2022;Parcialmente Empenhado
ICS       ;PE 33/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MEDICAMENTOS REMANESCENTES DA LM Nº 8786/95 (REVOGADA PELA LM Nº 15.152/17 OU CONSTANTES DO ROL DA ANS PARA ACUDIR O TRATAMENTO DE BENEFICIÁRIOS DO PLANO DO INSTITUTO CURITIBA DE SAÚDE - ICS, SOB O SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO;R$ 294.851,48;Rua Santo Antonio, 400;30/11/2020;57-000156/2020;30/11/2020;21/01/2022;Parcialmente Empenhado
FMS       ;PE 180/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL PERMANENTE PARA SECRETARIA MUNICIPAL DA SAÚDE. ;R$ 5.620,00;Rua João Bettega, 3350 - CIC - Almoxarifado SMS;30/11/2020;01-117617/2020;22/12/2020;05/03/2021;Parcialmente Empenhado
SMELJ     ;PE 296/2020;PREGÃO ELETRÔNICO;Cadeira de roda para basquete adaptável para paratletas.;R$ 29.700,00;Conforme recibo de entrega.;30/11/2020;01-110945/2020;22/12/2020;01/01/2021;Empenhado
URBS      ;PE 56/2020;PREGÃO ELETRÔNICO;Aquisição, mediante Sistema de Registro de Preço, de secador de mãos automático.;R$ 57.112,80;Conforme Edital;01/12/2020;01-121963/2020;30/11/2020;10/01/2022;Parcialmente Empenhado
FMS       ;IN 25/2020;Inexigibilidade de Licitação;CONTRATO DE PRESTAÇÃO DE SERVIÇOS AO SISTEMA ÚNICO DE SAÚDE COM A IMPLANTAÇÃO DE UMA UNIDADE DE CUIDADOS CONTINUADOS E INTEGRADOS PARA USUÁRIOS DE SUS EGRESSOS DOS HOSPITAIS GERAIS DA REDE SUS, RETAGUARDA À REDE DE ATENÇÃO ÀS URGÊNCIAS E DEMAIS REDES DE ATENÇÃO A SAÚDE.;R$ 4.335.415,56;RUA FRANCISCO TORRES, 830 - SMS;01/12/2020;01-113615/2020;02/12/2020;01/12/2021;Confirmado Vencedor
SMELJ     ;PE 297/2020;PREGÃO ELETRÔNICO;Aquisição de  Materiais Permanente e de Consumo para aulas de Esgriama.;R$ 43.261,49;Conforme edital.;01/12/2020;01-087458/2020;;01/01/2021;Pedido de Empenho Gerado
FMS       ;DT 266/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTO FLUOXETINA 20MG.;R$ 393,30;Rua Francisco Torres, 830 - Andar C sala C 02.;01/12/2020;01-123695/2020;02/12/2020;09/12/2020;Empenhado
ICS       ;PE 34/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MEDICAMENTOS REMANESCENTES DA LM Nº 8786/95 (REVOGADA PELA LM Nº 15.152/17 OU CONSTANTES DO ROL DA ANS PARA ACUDIR O TRATAMENTO DE BENEFICIÁRIOS DO PLANO DO INSTITUTO CURITIBA DE SAÚDE, SISTEMA DE REGISTRO DE PREÇOS, POR 12 (DOZE) MESES;R$ 3.745.145,67;Rua Santo Antonio, 400 - Rebouças;01/12/2020;57-000157/2020;01/12/2020;04/02/2022;Parcialmente Empenhado
SGM       ;PE 298/2020;PREGÃO ELETRÔNICO;Prestação dos "SERVIÇOS DE MANUTENÇÃO E RECOMPOSIÇÃO DE PASSEIOS: CALÇADAS, CICLOVIAS, CALÇADA ALTERNATIVA, GRAMA E PISOS ESPECIAIS", em áreas de abrangência dos Distritos de Manutenção Urbana da Secretaria do Governo Municipal, através de Registro de Preços, pelo período de 12 (doze) meses.;R$ 3.384.000,00;Conforme item 12 do Anexo I do edital de embasamento.;02/12/2020;01-105822/2020;01/12/2020;02/02/2022;Parcialmente Empenhado
SME       ;PE 299/2020;PREGÃO ELETRÔNICO;CONTRATAÇÃO DE EMPRESA DE ENGENHARIA CIVIL PARA EXECUÇÃO DE SERVIÇOS DE MANUTENÇÃO PREDIAL, PREFERENCIALMENTE NAS UNIDADES PERTENCENTES AO NÚCLEO REGIONAL DA EDUCAÇÃO DO TATUQUARA.;R$ 1.430.004,69;Conforme edital.;02/12/2020;01-107413/2020;05/02/2021;04/02/2022;Confirmado Vencedor
FMS       ;PE 181/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO ODONTOLÓGICO, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI e ITENS PARA AMPLA PARTICIPAÇÃO;R$ 241.665,00;Rua João Bettega, 3315 - CIC - Almoxarifado da SMS;01/12/2020;01-105981/2020;01/12/2020;28/01/2022;Parcialmente Empenhado
IPMC      ;DT 1/2020;Dispensa de Licitação - TCE;Contratação Especifica de Serviços Técnicos Especializados de Desenvolvimento e Evolução de Seistemas para implementação nos sistemas GPREV e Portal do IPMC.;R$ 504.000,00;CONFORME CONTRATO;02/12/2020;04-032742/2020;07/12/2020;06/12/2021;Confirmado Vencedor
FMS       ;DT 267/2020;Dispensa de Licitação - TCE;Aquisição de luva cirúrgica estéril. ;R$ 63.662,00;Rua João Bttega, 3350 - Almoxarifado SMS.;02/12/2020;01-123409/2020;03/12/2020;10/12/2020;Empenhado
FCC       ;PE 25/2020;PREGÃO ELETRÔNICO;contratação de projeto executivo complementar para instalações de cenotecnia, iluminação, áudio e vídeo no Centro Cultural Multiuso da CIC;R$ 41.000,00;Centro Cultural Multiuso do CIC;01/12/2020;57-000118/2020;22/12/2020;20/02/2021;Empenhado
FMS       ;DT 268/2020;Dispensa de Licitação - TCE;Aquisição de medicamento dexclorfeniramina. ;R$ 14.640,00;RUA JOÃO BETTEGA, 3350 - CIC.;02/12/2020;01-122439/2020;03/12/2020;10/12/2020;Empenhado
FMCA      ;FN 95/2020;Financeiro;Desenvolver o plano de trabalho ATENDIMENTO TERAPÊUTICO NA PRIMEIRA INFÂNCIA, que tem por objetivo promover a habilitação e reabilitação das crianças com deficiência, proporcionando a elas e as respectivas famílias serviços nas areas da assistência social, educação e saúde, buscando a garantia e defesa de direitos, promoção da autonomia, inclusão social e melhoria da qualidade de vida;R$ 402.624,00;FAS;01/12/2020;01-079290/2020;01/12/2020;30/11/2021;Confirmado Vencedor
FMS       ;DT 269/2020;Dispensa de Licitação - TCE;Aquisição de medicamente ácido acetilsalicílico.;R$ 186,24;RUA FRANCISCO TORRES, 830 - ANDAR C - SAL C02.;02/12/2020;01-124685/2020;03/12/2020;10/12/2020;Empenhado
FMS       ;PE 182/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO ODONTOLÓGICO, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI.;R$ 464.650,00;ALMOXARIFADO CENTRAL DA SECRETARIA MUNICIPAL DA SAÚDE;03/12/2020;01-111618/2020;01/12/2020;05/03/2022;Confirmado Vencedor
FMAS      ;PE 37/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA "AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PERECÍVEIS - HORTIFRUTI, PARA ATENDIMENTO DAS UNIDADES OFICIAIS DA FUNDAÇÃO DE AÇÃO SOCIAL, ATRAVÉS DO SISTEMA REGISTRO DE PREÇOS".;R$ 512.864,40;Conforme notas de emprenho.;02/12/2020;01-109440/2020;02/12/2020;17/12/2021;Parcialmente Empenhado
FAAC      ;PE 32/2020;PREGÃO ELETRÔNICO;'AQUISIÇÃO E INSTALAÇÃO DE PERSIANAS E ESPELHOS . ;R$ 6.138,25;CONFORME EMPENHO;03/12/2020;01-106878/2020;18/12/2020;28/02/2021;Empenhado
FMAS      ;PE 38/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL ESCOLAR ATRAVES DE REGISTRO DE PREÇOS;R$ 64.709,43;CONFORME EMPENHO;02/12/2020;01-109418/2020;02/12/2020;13/01/2022;Confirmado Vencedor
SMOP      ;RD 9/2020;Regime Diferenciado de Contratações - Presencial;EXECUÇÃO DE OBRAS E SERVIÇOS DE ENGENHARIA CIVIL PARA IMPLANTAÇÃO DE GALERIAS DE CELULARES NO RIO CASCATINHA, TRECHO COMPREENDIDO ENTRE AS RUAS CARLOS V. DE CAMARGO (DENOMINADA LOTE 05) E RUA MARCHANJO BIANCHINO (DENOMINADA LOTE 06).;;Rua Carlos V de Camargo e Rua Marchanjo Bianchini;04/12/2020;01-109989/2020;;;Fornecedor(es) Selecionado(s)
FMAS      ;PE 39/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE MATERIAL PERMANENTE, DESTINADO A UNIDADE DE ACOLHIMENTO INSTITUCIONAL POUSADA DE MARIA.;R$ 32.017,29;CONFORME EMPENHO;02/12/2020;01-100231/2020;18/12/2020;28/12/2020;Parcialmente Empenhado
SMMA      ;PE 300/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE ALIMENTOS: CARNES, LÁCTEOS, PEIXES, HORTIGRANJEIROS E INDUSTRIALIZADOS, PARA ATENDER A DEMANDA DO DEPARTAMENTO DE PESQUISA E CONSERVAÇÃO DA FAUNA - SMMA, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES, SENDO: COTA PRINCIPAL DE AMPLA PARTICIPAÇÃO E COTA RESERVADA PARA ME/EPP/MEI (25%) - CARNE BOVINA DIANTEIRA, COM OSSO, ITENS EXCLUSIVOS PARA ME/EPP/MEI - DEMAIS ALIMENTOS.;R$ 928.102,60;Conforme Termo de Referência;04/12/2020;01-114071/2020;03/12/2020;12/01/2022;Parcialmente Empenhado
FMS       ;DT 270/2020;Dispensa de Licitação - TCE;AQUISIÇÃO DE MEDICAMENTOS CITALOPRAM 20MG E CILOSTAZOL 100MG.;R$ 393,60;RUA FRANCISCO TORRES, 830 - ANDAR C - SALA C 02.;03/12/2020;01-123928/2020;04/12/2020;11/12/2020;Empenhado
FMS       ;DT 271/2020;Dispensa de Licitação - TCE;Aquisição de medicamentos: Verapamil, Metoprolol e Nortriptilina. ;R$ 1.648,20;RUA JOÃO BETTEGA, 3350 - CIC.;03/12/2020;01-124683/2020;04/12/2020;11/12/2020;Empenhado
FMS       ;PE 183/2020;PREGÃO ELETRÔNICO;SELEÇÃO DE PROPOSTAS PARA FORNECIMENTO DE MATERIAL DE CONSUMO MÉDICO HOSPITALAR, ATRAVÉS DO SISTEMA DE REGISTRO DE PREÇOS, PELO PERÍODO DE 12 (DOZE) MESES - COM ITENS EXCLUSIVOS E COTA RESERVADA PARA MICROEMPRESAS, EMPRESAS DE PEQUENO PORTE E MICROEMPREENDEDORES INDIVIDUAIS - ME/EPP/MEI;R$ 1.023.010,00;Rua João Bettega, 3350 - CIC - Almoxarifado da SMS;04/12/2020;01-110679/2020;03/12/2020;08/02/2022;Parcialmente Empenhado
SMAP      ;PE 301/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE CRONOTACÓGRAFOS, AFERIÇÃO (INCLUSO SELAGEM E ENSAIO) COM FORNECIMENTO DE PEÇAS E/OU ACESSÓRIOS MULTIMARCAS, REALIZAÇÃO DE ENSAIO METROLÓGICO, QUITAÇÃO DE TAXAS E EMISSÃO DE CERTIFICADO DE VERIFICAÇÃO METROLÓGICA, CONFORME DETERMINAÇÕES DO INMETRO, PELO SISTEMA DE REGISTRO DE PREÇO PELO PERÍODO DE 12 MESES.;;Conforme nota de empenho;03/12/2020;01-074140/2020;03/12/2020;03/12/2021;Processo Deserto
IPPUC     ;DT 1/2020;Dispensa de Licitação - TCE;Contratação de empresa(s) para Elaboração de Projetos e serviços de engenharia e arquitetura.;R$ 99.677,64;IPPUC;08/12/2020;01-092274/2020;;;Confirmado Vencedor
SME       ;PE 302/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE NOTEBOOK PARA A SECRETARIA MUNICIPAL DA EDUCAÇÃO;R$ 2.339.700,00;Conforme edital item 12.;04/12/2020;01-120351/2020;03/12/2020;25/01/2022;Parcialmente Empenhado
FMS       ;PE 184/2020;PREGÃO ELETRÔNICO;AQUISIÇÃO DE VEÍCULO ( VEÍCULO AMBULÂNCIA TIPO B, VEÍCULO AMBULÂNCIA INDIVIDUAL, VEÍCULO COLETIVO TIPO VAN, AMBULÂNCIA TIPO D) PARA ATENDER A SECRETARIA MUNICIPAL DA SAÚDE.;R$ 579.000,00;Conforme nota de empenho;03/12/2020;01-112919/2020;22/12/2020;01/01/2021;Parcialmente Empenhado
SME       ;PE 303/2020;PREGÃO ELETRÔNICO;Contratação de Empresa Para Prestação de Serviços Gráficos,  confecção de materiais gráficos (livretos, cartazes, encadernação do tipo brochura e impressão P&B e colorida) para o período de 12 meses.;R$ 307.000,00;Conforme edital.;03/12/2020;01-122629/2020;03/12/2020;19/01/2022;Confirmado Vencedor
FMC       ;IN 10/2020;Inexigibilidade de Licitação;Edital nº 034/2020 - Apoio a festivais, mostras e manifestações culturais tradicionais.;R$ 1.011.770,02;Rua Engenheiros Rebouças, 1732;03/12/2020;01-090413/2020;08/12/2020;30/01/2022;Confirmado Vencedor
